workload,dataset,run_ID,Runtime in secs,GB/sec to numpy,read_count,write_count,read_merged_count,write_merged_count,read_IOPS,write_IOPS,avg read GB/sec,avg write GB/sec,read GB / read_time_secs,write GB / write_time_secs,read GB,write GB,read_time_secs,write_time_secs,busy_time_secs
TensorStoreLoadEntireArray,Uncompressed_1_Chunk,2,2.166614,0.4615496807460858,7634.0,30.0,0.0,36.0,3523.470262815619,13.846490422382574,0.46155795171636477,0.00032138627369711445,0.44544228062360797,0.08703999999999999,1.00001792,0.00069632,2.245,0.008,1.536
TensorStoreLoadEntireArray,Uncompressed_1_Chunk,3,2.301444,0.4345098121005768,7635.0,119.0,30.0,127.0,3317.4824153879044,51.70666763996864,0.43457277083431095,0.001051833544505102,0.4072251205211726,0.01375418181818182,1.000144896,0.002420736,2.456,0.176,1.648
TensorStoreLoadEntireArray,LZ4_200_Chunks,1,0.867871,1.1522449764999638,7263.0,0.0,30.0,0.0,8368.755264319238,0.0,1.0869181064927853,0.0,0.08752131230283912,0.0,0.943304704,0.0,10.778,0.0,0.792
TensorStoreLoadEntireArray,LZ4_200_Chunks,2,0.865575,1.1553013892499207,7260.0,0.0,0.0,0.0,8387.488085954423,0.0,1.089645075239003,0.0,0.08560260809584316,0.0,0.943169536,0.0,11.018,0.0,0.808
TensorStoreLoadEntireArray,LZ4_200_Chunks,3,0.846954,1.1807016673868946,7260.0,45.0,0.0,48.0,8571.894105228856,53.13157503241026,1.1136018437837238,0.00047877924893205534,0.08510824183360403,0.019309714285714284,0.943169536,0.000405504,11.082,0.021,0.788
TensorStoreLoadEntireArray,Uncompressed_200_Chunks,1,0.861382,1.1609251180080382,7801.0,0.0,0.0,0.0,9056.376845580706,0.0,1.1612122101460212,0.0,0.08880036363636364,0.0,1.000247296,0.0,11.264,0.0,0.804
TensorStoreLoadEntireArray,Uncompressed_200_Chunks,2,0.86461,1.1565908328610588,7801.0,0.0,0.0,0.0,9022.56508714912,0.0,1.1568768531476619,0.0,0.08958775602328706,0.0,1.000247296,0.0,11.165,0.0,0.812
TensorStoreLoadEntireArray,Uncompressed_200_Chunks,3,0.851081,1.1749762948532514,7802.0,13.0,0.0,0.0,9167.165052445067,15.274691833092268,1.175271674493967,0.0011598613997962591,0.08907751286846559,0.004700647619047619,1.000251392,0.000987136,11.229,0.21,0.792
TensorStoreLoadEntireArray,LZ4_20000_Chunks,1,0.957941,1.0439056267557187,20001.0,21.0,0.0,32.0,20879.15644074113,21.922018161870092,0.1711788763608615,0.00022661938470114546,0.07995088444661141,0.010337523809523809,0.163979264,0.000217088,2.051,0.021,0.9
TensorStoreLoadEntireArray,LZ4_20000_Chunks,2,3.494917,0.2861298279758861,20025.0,3178.0,87.0,36.0,5729.7498052171195,909.320593307366,0.04704944924300062,0.11598342621584432,0.007295528639247526,0.0026995061734972495,0.16443392,0.405352448,22.539,150.158,3.5
TensorStoreLoadEntireArray,LZ4_20000_Chunks,3,1.045044,0.9568975086216466,20001.0,0.0,0.0,0.0,19138.90706994155,0.0,0.15691134918721125,0.0,0.07952437633365665,0.0,0.163979264,0.0,2.062,0.0,0.988
TensorStoreLoadEntireArray,Uncompressed_20000_Chunks,1,1.480337,0.675521857522983,20001.0,0.0,0.0,0.0,13511.112672317182,0.0,0.7194065243252044,0.0,0.1567045462036492,0.0,1.064964096,0.0,6.796,0.0,1.416
TensorStoreLoadEntireArray,Uncompressed_20000_Chunks,2,1.450747,0.6893000640359759,20001.0,18.0,0.0,0.0,13786.690580783556,12.407401152647568,0.7340798195688152,6.211420737040986e-05,0.15576482316805618,0.03003733333333333,1.064964096,9.0112e-05,6.837,0.003,1.392
TensorStoreLoadEntireArray,Uncompressed_20000_Chunks,3,1.519236,0.6582255818055917,20004.0,24.0,29.0,43.0,13167.144538439057,15.797413963334202,0.7010728866351245,0.00017254988691684507,0.15360472569945197,0.017476266666666667,1.065095168,0.000262144,6.934,0.015,1.456
