workload,dataset,run_ID,Runtime in secs,GB/sec to numpy,read_IOPS,write_IOPS,read GB/sec from disk,write GB/sec to disk
NumpyLoadEntireArray,NumpyNPY,1,2.277334,0.21955497085627315,1588.26065917428,66.74471114030703,0.20627718551604637,0.007908419230556431
NumpyLoadEntireArray,NumpyNPY,2,0.728401,0.6864350817750113,5284.1772595040375,0.0,0.6864389477773918,0.0
NumpyLoadEntireArray,NumpyNPY,3,0.736943,0.6784785254761901,5222.9276891157115,0.0,0.6784823466672456,0.0
