,gigabytes_per_sec,iops,numjobs,hipri,fixedbufs,registerfiles,sqthread_poll,thread,iodepth,blocksize,repeat
2059,1.040951841,254138.633059,2,False,False,True,False,True,8,4,1
2060,5.65871844,690761.528327,4,True,False,True,True,True,32,8,1
2061,7.122665499,434733.001658,4,True,True,True,True,True,128,16,1
2062,4.405094662,268865.641026,4,True,False,True,False,True,8,16,1
2063,1.80612586,440948.696384,4,True,False,True,True,False,8,4,1
2064,5.924092822,361577.931034,4,False,True,True,True,False,32,16,1
2065,5.041041427,76920.187793,2,False,True,False,True,False,8,64,1
2066,3.609216215,440578.151261,4,True,True,True,True,True,128,8,1
2067,1.094538046,267221.202854,2,False,True,True,True,True,8,4,1
2068,4.400581245,268590.163934,4,False,True,True,True,False,8,16,1
2069,6.7108864,102400.0,1,False,False,False,False,False,128,64,1
2070,1.734639457,105873.990307,1,True,True,True,False,True,8,16,1
2071,2.339306806,285559.912854,1,True,False,False,False,True,128,8,1
2072,7.134497169,108863.787375,2,True,True,True,True,False,128,64,1
2073,7.122665499,108683.250415,4,False,False,True,True,False,128,64,1
2074,2.584216182,630912.154031,2,True,False,True,True,False,32,4,1
2075,6.040741625,92174.40225,4,True,True,False,False,False,8,64,1
2076,6.7108864,102400.0,1,True,True,False,True,False,128,64,1
2077,2.423796442,295873.589165,1,False,False,False,False,False,128,8,1
2078,1.709779974,104356.687898,1,True,False,False,True,False,8,16,1
2079,3.222030979,393314.328582,4,True,True,True,False,True,8,8,1
2080,4.668442713,284939.130435,1,True,False,False,False,True,128,16,1
2081,1.396283256,340889.46684,1,True,True,False,False,False,32,4,1
2082,4.227330015,258015.748031,1,True,False,False,False,True,32,16,1
2083,6.7108864,102400.0,1,True,True,True,True,False,128,64,1
2084,3.573184106,436179.700499,2,False,True,False,True,False,128,8,1
2085,1.198372571,292571.428571,1,False,False,False,False,False,32,4,1
2086,2.92572704,178572.207084,2,True,True,False,True,True,8,16,1
2087,2.485513481,303407.407407,1,False,False,True,False,False,128,8,1
2088,2.966137635,181038.674033,2,False,True,True,True,True,8,16,1
2089,3.179102365,776148.03849,4,True,False,True,True,True,32,4,1
2090,5.041041427,76920.187793,2,False,True,False,False,False,8,64,1
2091,3.508960209,53542.48366,1,False,True,False,False,False,8,64,1
2092,6.049249712,92304.225352,4,True,False,False,True,False,8,64,1
2093,1.803850187,440393.112138,4,True,False,False,False,False,8,4,1
2094,5.93227527,362077.348066,1,False,True,True,True,True,128,16,1
2095,2.596715414,633963.724305,2,False,True,True,True,True,32,4,1
2096,3.229298718,788403.007519,4,False,True,True,True,True,32,4,1
2097,6.972349506,106389.61039,2,True,False,False,True,True,128,64,1
2098,1.669893972,101922.239502,1,False,False,True,False,False,8,16,1
2099,3.520464996,53718.032787,1,False,False,False,True,False,8,64,1
2100,5.382164531,328501.253133,2,False,False,True,True,True,32,16,1
2101,6.049249712,369216.901408,2,False,False,False,False,True,128,16,1
2102,1.201053494,146612.975391,1,True,True,False,False,False,8,8,1
2103,5.08882381,77649.2891,2,False,False,False,True,True,8,64,1
2104,6.153248275,375564.469914,2,False,False,True,False,False,128,16,1
2105,2.099202001,256250.244379,2,False,False,False,True,True,8,8,1
2106,4.578856392,558942.430704,2,False,False,True,False,True,128,8,1
2107,6.52730592,99598.784195,2,False,False,True,True,True,32,64,1
2108,7.122665499,434733.001658,4,True,False,False,True,False,128,16,1
2109,1.203746439,146941.704036,1,False,True,True,True,True,8,8,1
2110,4.455360265,543867.219917,2,True,True,False,True,False,32,8,1
2111,7.064090947,107789.473684,4,True,True,False,True,True,128,64,1
2112,4.400581245,268590.163934,4,False,True,False,True,True,8,16,1
2113,3.677198027,897753.424658,2,False,True,True,True,True,128,4,1
2114,5.924092822,361577.931034,4,True,True,True,True,False,32,16,1
2115,5.36870912,327680.0,2,True,False,False,True,True,32,16,1
2116,5.93227527,362077.348066,4,False,True,False,False,True,32,16,1
2117,5.867441661,89530.054645,1,False,False,False,True,False,32,64,1
2118,4.098251236,250137.40458,1,False,False,True,False,False,128,16,1
2119,5.899680351,90021.978022,1,True,True,False,True,True,32,64,1
2120,7.052491454,107612.479475,4,True,False,True,False,True,128,64,1
2121,3.212391395,392137.621541,4,True,False,True,False,False,8,8,1
2122,5.924092822,361577.931034,4,False,False,False,False,True,32,16,1
2123,1.729052856,105533.011272,1,True,False,True,False,True,8,16,1
2124,6.7108864,102400.0,1,True,False,False,True,True,128,64,1
2125,5.673668819,692586.52576,4,True,True,True,False,True,32,8,1
2126,3.344990105,408323.987539,1,False,False,True,True,True,128,8,1
2127,7.052491454,107612.479475,4,False,False,True,False,True,128,64,1
2128,5.899680351,90021.978022,1,True,False,False,False,False,32,64,1
2129,3.591109779,438367.892977,4,False,False,False,True,False,128,8,1
2130,2.711469252,330989.89899,1,True,True,True,False,True,32,8,1
2131,4.24403883,259035.573123,1,False,False,True,True,False,32,16,1
2132,2.921746459,178329.251701,2,False,False,False,True,False,8,16,1
2133,0.619943316,151353.34873,1,False,True,True,True,True,8,4,1
2134,5.924092822,361577.931034,4,True,False,False,True,False,32,16,1
2135,1.811458159,442250.527204,4,False,False,False,True,True,8,4,1
2136,3.188542907,389226.429102,4,False,False,False,True,False,8,8,1
2137,3.2075932,783103.808813,4,True,True,False,True,False,32,4,1
2138,2.169175402,264791.919192,1,False,False,True,False,True,128,8,1
2139,4.588640273,280068.376068,1,True,False,True,False,True,128,16,1
2140,1.03893742,253646.831156,2,False,False,False,False,True,8,4,1
2141,1.220161163,148945.454545,1,True,False,True,False,True,8,8,1
2142,1.206451487,147271.910112,1,True,False,False,False,False,8,8,1
2143,5.924092822,361577.931034,4,True,False,True,True,True,32,16,1
2144,3.190911809,779031.203566,4,False,True,True,False,True,32,4,1
2145,5.899680351,90021.978022,1,False,True,True,True,False,32,64,1
2146,4.391582102,536081.799591,2,True,True,True,True,True,32,8,1
2147,2.767375835,675628.865979,2,True,True,False,False,False,128,4,1
2148,3.754342041,458293.706294,1,False,True,False,True,False,128,8,1
2149,3.387198182,413476.340694,1,False,False,False,True,True,128,8,1
2150,4.35153728,265596.757852,4,False,False,True,False,False,8,16,1
2151,1.803092903,440208.22838,4,True,False,False,False,True,8,4,1
2152,6.995060742,106736.156352,2,False,True,True,True,True,128,64,1
2153,2.251031077,274784.067086,1,False,True,False,False,True,32,8,1
2154,7.122665499,434733.001658,4,False,False,True,False,False,128,16,1
2155,4.446135917,542741.200828,2,True,True,True,True,False,32,8,1
2156,6.972349506,106389.61039,4,True,True,True,True,False,32,64,1
2157,1.805366664,440763.345944,4,True,False,True,False,True,8,4,1
2158,6.995060742,106736.156352,2,False,True,True,False,False,128,64,1
2159,4.021504958,245453.183521,1,False,False,True,False,True,32,16,1
2160,2.593579285,633198.067633,2,True,True,False,True,True,32,4,1
2161,2.099202001,256250.244379,2,True,False,True,False,False,8,8,1
2162,5.93227527,362077.348066,4,True,True,False,True,True,32,16,1
2163,3.57615928,436542.880933,4,False,False,False,True,True,128,8,1
2164,3.594114892,438734.728033,4,True,True,False,False,False,128,8,1
2165,1.21877619,148776.390465,1,True,True,True,False,True,8,8,1
2166,2.126221433,259548.514851,2,True,True,True,False,False,8,8,1
2167,4.051855939,494611.320755,2,False,False,False,False,True,128,8,1
2168,2.370291002,289342.163355,1,True,False,False,False,False,128,8,1
2169,3.36596183,410884.012539,1,True,False,False,True,False,128,8,1
2170,6.972349506,106389.61039,4,False,False,True,False,True,32,64,1
2171,3.567248584,435455.149502,2,True,False,True,True,True,128,8,1
2172,4.34713289,265327.935223,1,False,True,False,False,False,128,16,1
2173,5.651272757,344926.315789,1,True,True,False,True,False,128,16,1
2174,1.720740102,105025.641026,1,True,False,False,False,True,8,16,1
2175,6.972349506,106389.61039,4,False,True,True,True,True,32,64,1
2176,5.052902701,77101.176471,2,True,False,True,True,False,8,64,1
2177,3.579139413,436906.666667,1,True,True,True,True,True,128,8,1
2178,5.899680351,90021.978022,1,False,False,True,False,False,32,64,1
2179,6.074918381,92695.898161,4,False,False,True,False,False,8,64,1
2180,2.429280144,296542.986425,1,False,False,False,False,True,128,8,1
2181,2.502894694,611058.275058,2,True,False,False,False,True,32,4,1
2182,3.36596183,410884.012539,1,True,False,False,True,True,128,8,1
2183,6.547206243,99902.439024,2,True,True,True,False,False,32,64,1
2184,2.494173807,608929.152149,2,True,True,False,False,True,32,4,1
2185,5.924092822,361577.931034,4,True,True,False,False,False,32,16,1
2186,6.049249712,369216.901408,2,True,False,True,True,False,128,16,1
2187,3.469278914,846991.922456,2,True,True,False,True,False,128,4,1
2188,5.867441661,89530.054645,1,False,False,True,False,True,32,64,1
2189,1.764571608,430803.615448,4,False,False,True,False,True,8,4,1
2190,4.709393964,574877.192982,2,False,True,False,False,False,128,8,1
2191,5.673668819,692586.52576,4,False,True,True,True,False,32,8,1
2192,2.093063984,511001.949318,1,True,True,True,True,False,128,4,1
2193,7.052491454,107612.479475,4,True,True,True,True,False,128,64,1
2194,6.7108864,102400.0,1,True,False,True,True,False,128,64,1
2195,6.995060742,106736.156352,2,True,True,True,True,True,128,64,1
2196,1.709779974,104356.687898,1,True,False,False,True,True,8,16,1
2197,6.995060742,106736.156352,2,True,False,True,False,False,128,64,1
2198,2.134675594,260580.516899,1,False,False,False,False,True,32,8,1
2199,2.565691335,626389.48626,2,True,False,False,True,False,32,4,1
2200,1.768932164,431868.204283,1,False,True,True,True,False,32,4,1
2201,2.018311699,246375.93985,2,False,False,True,False,True,8,8,1
2202,4.400581245,268590.163934,4,False,True,True,True,True,8,16,1
2203,6.98368666,106562.601626,4,True,True,False,False,False,32,64,1
2204,2.051082758,250376.313276,2,False,False,True,False,False,8,8,1
2205,6.961049102,106217.179903,4,False,False,True,True,True,32,64,1
2206,1.812222487,442437.130802,4,True,True,True,False,True,8,4,1
2207,5.041041427,76920.187793,2,False,False,False,True,False,8,64,1
2208,3.532045473,53894.736842,1,True,True,False,True,False,8,64,1
2209,3.174403027,387500.369549,4,False,False,False,True,True,8,8,1
2210,2.718333731,663655.696203,2,True,True,False,False,True,128,4,1
2211,2.867134376,174995.99466,2,False,False,True,False,True,8,16,1
2212,4.141723525,1011162.970106,4,False,True,True,True,False,128,4,1
2213,4.24403883,259035.573123,1,True,True,False,True,True,32,16,1
2214,4.355950604,531732.251521,2,True,True,True,False,True,32,8,1
2215,5.328743543,325240.694789,2,False,False,True,False,True,32,16,1
2216,4.145721328,1012138.996139,4,True,False,True,False,False,128,4,1
2217,2.520520713,307680.751174,1,False,True,False,False,False,128,8,1
2218,0.624268502,152409.302326,1,True,False,False,False,False,8,4,1
2219,6.972349506,106389.61039,4,True,True,False,True,True,32,64,1
2220,6.049249712,369216.901408,2,True,True,True,False,False,128,16,1
2221,3.591109779,438367.892977,2,True,True,True,False,True,128,8,1
2222,4.338350804,529583.838384,2,True,True,True,False,False,32,8,1
2223,2.082913334,254261.881668,2,True,False,True,True,False,8,8,1
2224,3.591109779,438367.892977,4,True,False,True,True,True,128,8,1
2225,7.064090947,107789.473684,4,False,True,False,False,False,128,64,1
2226,3.205199474,391259.701493,4,True,False,True,True,True,8,8,1
2227,7.122665499,434733.001658,4,False,False,True,False,True,128,16,1
2228,1.71524253,418760.383387,1,True,False,False,True,True,32,4,1
2229,5.867441661,89530.054645,1,False,False,True,True,False,32,64,1
2230,3.508960209,53542.48366,1,False,False,False,False,True,8,64,1
2231,0.589644054,143956.068094,1,False,True,True,False,True,8,4,1
2232,3.146496187,384093.772894,4,False,True,False,False,False,8,8,1
2233,3.555436503,54251.655629,1,True,True,True,False,True,8,64,1
2234,2.609336145,637044.957473,2,True,False,True,False,False,128,4,1
2235,2.043276544,249423.40628,2,False,True,False,False,True,8,8,1
2236,4.373693784,533898.167006,2,False,True,False,False,False,32,8,1
2237,5.382164531,328501.253133,2,False,False,False,True,True,32,16,1
2238,3.594114892,438734.728033,4,True,False,True,False,True,128,8,1
2239,1.138644564,277989.395546,1,False,False,False,False,False,128,4,1
2240,4.106087281,1002462.715105,4,False,True,True,False,True,128,4,1
2241,4.17798375,510007.782101,2,False,True,True,False,True,128,8,1
2242,5.36870912,327680.0,2,False,False,False,True,False,32,16,1
2243,0.62137837,151703.703704,1,True,False,False,True,True,8,4,1
2244,6.98368666,106562.601626,4,False,True,False,False,True,32,64,1
2245,4.35153728,265596.757852,4,False,True,False,False,False,8,16,1
2246,5.052902701,77101.176471,2,True,True,False,False,False,8,64,1
2247,0.587386118,143404.814004,1,False,False,True,False,True,8,4,1
2248,4.194304,256000.0,1,False,False,False,False,False,32,16,1
2249,3.579139413,436906.666667,2,False,False,True,True,True,128,8,1
2250,3.3554432,409600.0,1,False,False,False,True,False,128,8,1
2251,1.740262275,106217.179903,1,True,True,False,False,False,8,16,1
2252,5.71139268,348595.744681,1,False,False,True,True,True,128,16,1
2253,6.972349506,106389.61039,4,False,True,False,True,False,32,64,1
2254,4.382619689,267493.877551,1,False,True,False,False,True,128,16,1
2255,3.212391395,784275.243082,4,False,True,False,True,False,32,4,1
2256,4.360372889,266136.040609,4,False,True,True,False,True,8,16,1
2257,5.052902701,77101.176471,2,False,False,True,False,False,8,64,1
2258,5.328743543,325240.694789,2,False,False,False,False,True,32,16,1
2259,4.511520268,275361.344538,1,False,False,False,False,True,128,16,1
2260,7.052491454,107612.479475,4,False,False,False,True,True,128,64,1
2261,4.455360265,543867.219917,2,False,True,False,True,True,32,8,1
2262,6.066337988,92564.971751,4,False,True,False,True,False,8,64,1
2263,2.109512424,257508.840864,2,False,True,False,True,True,8,8,1
2264,5.36870912,327680.0,2,False,True,False,True,True,32,16,1
2265,2.037460766,248713.472486,2,False,True,True,False,True,8,8,1
2266,3.403302136,830884.310618,2,True,False,False,True,False,128,4,1
2267,1.319093149,322044.226044,1,False,True,True,False,False,128,4,1
2268,6.52730592,99598.784195,2,True,False,False,False,True,32,64,1
2269,6.7108864,102400.0,1,True,True,False,False,True,128,64,1
2270,5.328743543,325240.694789,2,False,False,False,False,False,32,16,1
2271,4.387096318,267767.109295,4,True,True,False,False,False,8,16,1
2272,2.61251052,318909.975669,1,False,True,True,False,False,32,8,1
2273,6.995060742,106736.156352,2,False,False,False,False,True,128,64,1
2274,3.190911809,779031.203566,4,True,False,True,False,False,32,4,1
2275,1.737446317,106045.307443,1,True,False,True,False,False,8,16,1
2276,4.121849612,1006310.940499,4,False,True,False,False,True,128,4,1
2277,3.603160483,439838.926174,4,False,False,True,False,False,128,8,1
2278,5.341999124,326049.751244,2,False,True,False,False,True,32,16,1
2279,4.814985757,293883.408072,1,True,True,True,False,False,128,16,1
2280,6.032257438,368179.775281,2,True,False,True,False,True,128,16,1
2281,2.9909243,365103.064067,1,False,False,False,True,False,32,8,1
2282,4.588640273,280068.376068,1,True,False,False,False,False,128,16,1
2283,6.972349506,106389.61039,2,True,False,True,True,True,128,64,1
2284,5.064819924,77283.018868,2,True,True,False,False,True,8,64,1
2285,1.812987461,442623.891938,4,True,False,False,True,True,8,4,1
2286,5.36870912,327680.0,2,False,False,True,True,False,32,16,1
2287,5.052902701,77101.176471,2,False,True,False,True,True,8,64,1
2288,3.174403027,387500.369549,4,False,False,False,False,False,8,8,1
2289,1.97742509,482769.797422,1,False,False,False,True,False,128,4,1
2290,2.93372083,358120.218579,1,True,False,False,True,True,32,8,1
2291,6.7108864,102400.0,1,True,False,True,False,False,128,64,1
2292,3.579139413,436906.666667,2,False,False,False,True,True,128,8,1
2293,4.418690633,539390.946502,2,False,False,True,True,True,32,8,1
2294,4.391582102,268040.899796,4,True,False,False,True,True,8,16,1
2295,1.809931435,441877.791825,4,True,True,False,True,False,8,4,1
2296,2.103314052,256752.203722,2,True,False,True,False,True,8,8,1
2297,4.227330015,258015.748031,1,False,True,False,True,False,32,16,1
2298,2.103314052,256752.203722,2,True,True,False,False,False,8,8,1
2299,2.448670066,597819.840365,2,True,False,False,False,False,32,4,1
2300,4.227330015,258015.748031,1,False,True,False,False,True,32,16,1
2301,6.961049102,106217.179903,4,True,False,True,True,False,32,64,1
2302,1.768932164,431868.204283,1,True,True,False,True,False,32,4,1
2303,0.64761268,158108.564536,1,True,True,False,True,False,8,4,1
2304,4.252442867,519097.029703,2,True,False,True,False,True,32,8,2
2305,3.579139413,436906.666667,4,False,False,False,True,True,128,8,2
2306,4.34713289,530655.870445,2,True,True,False,False,True,32,8,2
2307,3.639802793,888623.728814,2,False,False,True,True,True,128,4,2
2308,4.396077068,268315.250768,4,True,False,True,False,True,8,16,2
2309,4.382619689,267493.877551,4,True,False,False,True,True,8,16,2
2310,2.299233027,280668.094218,1,False,True,True,False,True,32,8,2
2311,5.899680351,90021.978022,1,True,False,True,False,True,32,64,2
2312,1.508064359,368179.775281,1,True,True,True,False,False,32,4,2
2313,7.122665499,434733.001658,4,False,False,False,False,False,128,16,2
2314,7.122665499,434733.001658,4,False,False,True,False,False,128,16,2
2315,3.200422724,781353.204173,4,True,False,False,False,False,32,4,2
2316,1.152083502,140635.193133,1,False,True,False,False,True,8,8,2
2317,2.93372083,179060.10929,2,True,False,False,True,False,8,16,2
2318,6.083523082,92827.195467,4,False,False,True,True,False,8,64,2
2319,4.400581245,537180.327869,2,True,False,True,True,False,32,8,2
2320,3.585114604,437636.0601,4,False,False,False,False,True,128,8,2
2321,2.025927969,247305.660377,2,False,False,False,False,False,8,8,2
2322,6.547206243,99902.439024,2,True,False,True,False,False,32,64,2
2323,5.382164531,328501.253133,2,True,True,True,False,True,32,16,2
2324,5.899680351,90021.978022,1,False,True,True,False,True,32,64,2
2325,3.520464996,53718.032787,1,True,False,True,True,False,8,64,2
2326,0.629022743,153570.005858,1,True,True,False,False,False,8,4,2
2327,4.588640273,280068.376068,1,True,False,False,False,True,128,16,2
2328,1.808407282,441505.684211,4,False,True,True,True,False,8,4,2
2329,3.271109897,399305.407464,4,True,True,True,False,True,8,8,2
2330,2.788939802,680893.506494,2,True,True,True,False,False,128,4,2
2331,2.590450721,632434.258142,2,True,True,True,True,False,32,4,2
2332,7.064090947,107789.473684,4,False,False,True,False,True,128,64,2
2333,5.867441661,89530.054645,1,False,False,True,True,True,32,64,2
2334,6.995060742,106736.156352,2,True,True,True,True,True,128,64,2
2335,3.141892681,383531.821507,4,False,True,True,False,True,8,8,2
2336,6.52730592,99598.784195,2,True,False,False,False,False,32,64,2
2337,1.808407282,441505.684211,4,False,False,False,True,True,8,4,2
2338,0.61603088,150398.164085,1,True,False,True,True,False,8,4,2
2339,6.049249712,369216.901408,2,True,False,True,True,False,128,16,2
2340,3.652183074,445823.129252,1,True,True,False,True,True,128,8,2
2341,4.418690633,539390.946502,2,True,True,True,False,False,32,8,2
2342,5.341999124,326049.751244,2,True,False,True,True,False,32,16,2
2343,3.202809318,781935.868755,4,True,True,True,True,True,32,4,2
2344,5.899680351,90021.978022,1,True,False,False,False,False,32,64,2
2345,6.083523082,92827.195467,4,True,False,True,False,False,8,64,2
2346,1.099019267,268315.250768,2,True,True,False,False,True,8,4,2
2347,5.052902701,77101.176471,2,False,True,True,True,True,8,64,2
2348,3.591109779,438367.892977,4,False,False,False,False,False,128,8,2
2349,3.567248584,435455.149502,2,False,False,True,True,True,128,8,2
2350,4.24403883,259035.573123,1,True,True,False,False,True,32,16,2
2351,1.293664848,315836.144578,1,False,True,True,False,True,32,4,2
2352,6.995060742,106736.156352,2,False,False,True,False,False,128,64,2
2353,3.21479588,392431.137725,4,True,False,False,False,False,8,8,2
2354,1.078595503,263328.980412,2,False,False,True,True,False,8,4,2
2355,3.603160483,54979.865772,1,True,False,True,False,True,8,64,2
2356,1.812987461,442623.891938,4,True,False,False,True,False,8,4,2
2357,3.209990505,391844.544096,4,True,False,False,False,True,8,8,2
2358,5.041041427,76920.187793,2,True,True,False,False,False,8,64,2
2359,6.995060742,106736.156352,2,True,True,False,False,True,128,64,2
2360,4.013988127,489988.785047,2,False,False,False,False,True,128,8,2
2361,3.520464996,53718.032787,1,True,False,False,True,False,8,64,2
2362,6.100805818,93090.909091,4,True,True,False,False,False,8,64,2
2363,1.08788432,265596.757852,2,False,True,False,True,False,8,4,2
2364,4.355950604,531732.251521,2,False,True,True,False,True,32,8,2
2365,3.543702389,54072.607261,1,False,True,False,True,False,8,64,2
2366,6.049249712,369216.901408,2,False,True,False,False,True,128,16,2
2367,4.194304,256000.0,1,False,False,True,False,True,32,16,2
2368,3.520464996,53718.032787,1,False,True,True,False,True,8,64,2
2369,5.052902701,77101.176471,2,True,True,False,True,True,8,64,2
2370,2.491280334,608222.737819,2,True,True,False,False,True,32,4,2
2371,1.709779974,104356.687898,1,True,False,True,True,True,8,16,2
2372,6.52730592,99598.784195,2,False,False,False,False,True,32,64,2
2373,2.93372083,179060.10929,2,False,False,False,True,True,8,16,2
2374,5.899680351,90021.978022,1,False,True,False,True,True,32,64,2
2375,3.585114604,437636.0601,4,True,False,True,False,True,128,8,2
2376,5.064819924,77283.018868,2,False,True,False,True,False,8,64,2
2377,1.525201454,372363.636364,1,True,True,True,False,False,128,4,2
2378,1.07805404,263196.787149,2,False,False,True,False,True,8,4,2
2379,5.599696604,683556.714472,4,False,False,True,False,True,32,8,2
2380,1.809931435,441877.791825,4,False,False,True,True,True,8,4,2
2381,2.491280334,304111.36891,1,True,True,True,False,True,32,8,2
2382,2.929718482,178815.825375,2,False,True,True,True,False,8,16,2
2383,4.286394506,523241.516966,2,True,False,False,False,True,32,8,2
2384,6.049249712,369216.901408,2,True,False,True,False,True,128,16,2
2385,5.666183767,691672.823219,4,True,False,True,False,False,32,8,2
2386,6.52730592,99598.784195,2,False,True,True,False,True,32,64,2
2387,4.772185884,291271.111111,1,True,True,False,False,False,128,16,2
2388,2.097152,256000.0,2,True,False,False,True,True,8,8,2
2389,6.961049102,106217.179903,4,True,False,True,True,True,32,64,2
2390,5.899680351,90021.978022,1,True,False,False,False,True,32,64,2
2391,2.488393566,607517.960603,2,False,True,True,False,True,128,4,2
2392,4.405094662,268865.641026,4,True,True,False,False,False,8,16,2
2393,4.387096318,267767.109295,4,False,False,True,True,True,8,16,2
2394,1.803850187,440393.112138,4,True,False,True,False,True,8,4,2
2395,1.170928924,285871.31952,1,False,False,True,False,True,32,4,2
2396,3.543702389,54072.607261,1,True,True,True,False,True,8,64,2
2397,3.183815638,777298.739807,4,True,True,True,True,False,32,4,2
2398,1.669893972,101922.239502,1,False,False,True,False,False,8,16,2
2399,1.71524253,104690.095847,1,True,True,True,True,True,8,16,2
2400,3.579139413,436906.666667,4,True,True,False,False,False,128,8,2
2401,4.137733425,1010188.824663,4,False,True,False,True,True,128,4,2
2402,2.691082265,328501.253133,1,True,True,False,False,False,32,8,2
2403,1.737446317,106045.307443,1,True,False,True,False,True,8,16,2
2404,2.941758421,179550.684932,2,True,True,False,False,True,8,16,2
2405,3.585114604,437636.0601,4,False,False,True,True,True,128,8,2
2406,6.057781799,92434.414669,4,False,True,False,False,True,8,64,2
2407,5.907795455,360583.218707,4,False,False,True,True,True,32,16,2
2408,4.836674882,295207.207207,1,False,True,False,False,True,128,16,2
2409,7.110873006,434013.245033,4,False,False,False,True,True,128,16,2
2410,2.138927936,261099.601594,1,False,False,True,False,True,32,8,2
2411,1.740262275,106217.179903,1,True,True,False,False,False,8,16,2
2412,4.396077068,268315.250768,4,True,True,True,True,True,8,16,2
2413,4.355950604,265866.125761,4,False,True,False,False,True,8,16,2
2414,0.602887043,147189.21954,1,False,False,False,True,True,8,4,2
2415,2.080895007,254015.503876,2,True,False,True,True,True,8,8,2
2416,0.628286614,153390.286717,1,False,False,False,True,False,8,4,2
2417,1.110384512,271089.968976,2,False,True,True,True,False,8,4,2
2418,3.36596183,410884.012539,1,True,False,False,True,True,128,8,2
2419,4.125809121,1007277.617675,4,True,True,False,False,False,128,4,2
2420,1.099019267,268315.250768,2,True,False,False,True,False,8,4,2
2421,4.227330015,258015.748031,1,False,True,False,False,False,32,16,2
2422,4.113953348,251095.785441,1,False,False,False,False,False,32,16,2
2423,4.141723525,1011162.970106,4,False,True,False,True,False,128,4,2
2424,2.53539982,618994.096812,2,False,True,True,False,True,32,4,2
2425,6.972349506,106389.61039,2,False,False,False,True,False,128,64,2
2426,3.480524551,849737.439222,2,True,True,False,True,True,128,4,2
2427,6.049249712,369216.901408,2,True,True,False,True,False,128,16,2
2428,4.405094662,268865.641026,4,True,True,False,True,True,8,16,2
2429,1.205097445,147106.621773,1,True,True,True,True,False,8,8,2
2430,4.400581245,268590.163934,4,True,False,True,True,True,8,16,2
2431,5.064819924,77283.018868,2,True,True,True,False,False,8,64,2
2432,2.61251052,637819.951338,2,False,False,False,True,True,32,4,2
2433,2.143197253,261620.758483,1,False,False,True,False,False,32,8,2
2434,6.972349506,106389.61039,4,True,False,True,True,False,32,64,2
2435,1.717986918,104857.6,1,True,False,False,True,False,8,16,2
2436,4.129776246,252061.538462,1,False,True,True,False,False,32,16,2
2437,5.651272757,344926.315789,1,True,True,True,True,False,128,16,2
2438,3.314017975,404543.209877,1,False,False,True,True,False,128,8,2
2439,5.924092822,361577.931034,4,True,False,False,True,True,32,16,2
2440,6.049249712,369216.901408,2,False,False,False,False,True,128,16,2
2441,3.2075932,783103.808813,4,False,False,True,True,True,32,4,2
2442,1.720740102,105025.641026,1,False,False,True,True,False,8,16,2
2443,5.052902701,77101.176471,2,False,True,False,False,False,8,64,2
2444,6.995060742,106736.156352,2,True,True,True,True,False,128,64,2
2445,4.455360265,543867.219917,2,False,True,False,True,True,32,8,2
2446,6.52730592,99598.784195,2,True,True,False,True,False,32,64,2
2447,1.712506896,104523.125997,1,True,True,False,True,False,8,16,2
2448,6.52730592,99598.784195,2,False,False,True,False,True,32,64,2
2449,1.801580241,439838.926174,4,True,False,False,False,False,8,4,2
2450,4.260880253,260063.492063,1,True,True,False,True,True,32,16,2
2451,6.972349506,106389.61039,4,False,False,True,True,True,32,64,2
2452,3.520464996,53718.032787,1,False,False,False,True,True,8,64,2
2453,2.095105998,255750.243902,2,True,True,True,True,False,8,8,2
2454,2.921746459,178329.251701,2,True,False,True,True,False,8,16,2
2455,1.737446317,106045.307443,1,True,False,True,False,False,8,16,2
2456,0.60594911,147936.794582,1,True,True,True,False,False,8,4,2
2457,1.709779974,104356.687898,1,True,False,False,True,True,8,16,2
2458,3.205199474,391259.701493,4,True,True,True,True,True,8,8,2
2459,5.651272757,689852.631579,4,True,False,False,False,True,32,8,2
2460,3.193284234,779610.408922,4,False,True,True,False,False,32,4,2
2461,3.579139413,436906.666667,4,False,False,True,False,True,128,8,2
2462,6.995060742,106736.156352,2,False,True,False,False,False,128,64,2
2463,3.603160483,879677.852349,2,False,False,False,True,True,128,4,2
2464,6.7108864,102400.0,1,False,True,True,True,True,128,64,2
2465,1.102970543,269279.917822,2,False,True,True,True,True,8,4,2
2466,2.905931864,177364.005413,2,False,True,False,False,True,8,16,2
2467,3.19566019,780190.47619,4,False,True,False,False,True,32,4,2
2468,5.36870912,327680.0,2,False,True,False,False,True,32,16,2
2469,1.709779974,104356.687898,1,False,True,True,True,True,8,16,2
2470,4.161790015,254015.503876,1,False,False,True,False,False,128,16,2
2471,7.017920418,107084.96732,1,False,True,True,False,False,128,64,2
2472,6.066337988,92564.971751,4,False,True,False,False,False,8,64,2
2473,1.807646168,441319.86532,4,True,True,False,False,True,8,4,2
2474,4.098251236,1000549.618321,4,False,False,False,False,False,128,4,2
2475,3.198039684,780771.407297,4,False,False,False,True,False,32,4,2
2476,4.396077068,268315.250768,4,False,False,True,True,False,8,16,2
2477,4.473924266,273066.666667,1,False,False,False,False,False,128,16,2
2478,2.581110153,315076.923077,1,True,True,True,False,False,128,8,2
2479,6.961049102,106217.179903,4,False,True,False,True,False,32,64,2
2480,4.464622968,544997.920998,2,False,False,True,True,True,32,8,2
